YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
2003,hyundai,sonata gls,Excellent,Automatic,6,gas,103157,Avg CC,39,0
2011,jeep,compass latitude awd,Excellent,Manual,4,gas,113289,High CC,24,0
2017,volvo,xc60,Excellent,Automatic,4,gas,68160,Avg CC,9,0
2011,gmc,sierra,Excellent,Automatic,8,gas,89000,High CC,48,0
2004,dodge,dakota club cab sxt,Excellent,Manual,6,gas,125300,Low CC,24,0
2007,chevrolet,trailblazer lt 4x4,Excellent,Automatic,6,gas,140386,Low CC,21,0
2011,ford,f-250 lariat 4x4,Excellent,Manual,8,diesel,83500,Avg CC,37,1
2015,ford,f-550,Excellent,Automatic,8,diesel,183117,Low CC,5,0
2008,pontiac,g6 gt,Excellent,Manual,6,gas,147400,Low CC,30,0
2015,honda,odyssey ex-l,Excellent,Manual,6,gas,40000,Low CC,9,0
2010,cadillac,escalade,Excellent,Manual,8,gas,106925,Low CC,20,0
2004,pontiac,grand am,Excellent,Automatic,6,gas,120851,Low CC,24,0
2016,ford,econoline,Excellent,Manual,8,gas,47213,Avg CC,9,1
1988,lincoln,town car,Excellent,Automatic,8,gas,75000,High CC,47,0
2007,gmc,sierra classic 1500,Excellent,Automatic,8,gas,94566,Low CC,50,0
2015,chevrolet,malibu ls,Excellent,Automatic,4,gas,71221,Low CC,28,0
2007,chevrolet,cobalt,Excellent,Manual,4,gas,179583,Avg CC,33,0
2009,ford,mustang,Excellent,Automatic,6,gas,67000,High CC,12,0
2003,chevrolet,silverado 1500,Excellent,Automatic,8,gas,53842,Low CC,6,0
2007,ford,f650,Excellent,Automatic,6,diesel,264456,Avg CC,45,0
2003,mercedes-benz,benz c230,Excellent,Manual,6,gas,72000,Low CC,25,0
2014,ford,escape se,Excellent,Automatic,4,gas,56053,Avg CC,36,0
2005,acura,mdx,Excellent,Manual,6,gas,182540,Low CC,26,0
2001,nissan,xterra,Excellent,Manual,6,gas,150000,Avg CC,18,0
2001,mercedes-benz,benz c320 4dsd,salvage,Automatic,6,gas,243000,Low CC,40,0
2008,nissan,titan pro4x,Excellent,Manual,8,gas,175950,Low CC,6,0
2014,mazda,3 isport,Excellent,Manual,4,gas,52154,Avg CC,34,0
1999,toyota,solara,Excellent,Automatic,6,gas,192000,Low CC,50,0
2014,ford,econoline,Excellent,Automatic,8,gas,101131,Avg CC,42,0
2011,volkswagen,jetta sportwagen,Excellent,Automatic,4,diesel,57083,Avg CC,49,0
2005,lexus,rx 330,Excellent,Manual,6,gas,136902,Low CC,6,0
2017,infiniti,q50,Excellent,Manual,6,gas,37389,Avg CC,33,0
2006,ram,2500,Excellent,Automatic,8,gas,116947,Low CC,37,0
2009,chevrolet,silverado 1500,Excellent,Manual,8,gas,90216,Low CC,29,0
2008,nissan,frontier,Excellent,Automatic,6,gas,103506,Avg CC,23,0
2001,ford,2001,Excellent,Automatic,8,gas,0,High CC,42,0
2015,ford,f-250 platinum,Excellent,Automatic,8,diesel,50731,Avg CC,16,1
2008,ford,edge limited awd,Excellent,Manual,6,gas,169474,Low CC,14,0
1996,ford,bronco,salvage,Manual,8,gas,215678,Low CC,35,0
2005,ford,escape,Excellent,Automatic,4,gas,109108,High CC,28,0
2006,ram,2500,Excellent,Automatic,6,diesel,0,High CC,36,0
2012,chrysler,town & country touring,Excellent,Automatic,6,gas,127170,Avg CC,34,0
1928,ford,hot rod,Excellent,Automatic,8,gas,13500,Avg CC,25,1
2013,ford,flex sel,Excellent,Automatic,6,gas,159876,Low CC,40,0
1999,ford,f-1504x4,Excellent,Manual,8,gas,177000,Low CC,38,0
2013,mercedes-benz,c250,Excellent,Automatic,4,gas,109475,Avg CC,34,0
1986,jeep,laredo,Excellent,Automatic,6,gas,76000,Low CC,6,0
2005,hyundai,elantra gls,Excellent,Automatic,4,gas,78180,Avg CC,37,0
2004,chevrolet,avalanche,Excellent,Manual,8,gas,143560,Low CC,28,0
2015,ram,promaster city,Excellent,Automatic,4,gas,96180,High CC,21,0
2007,gmc,envoy,Excellent,Automatic,8,gas,106134,Low CC,38,0
1989,bmw,318i touring,Excellent,Automatic,6,gas,168130,High CC,44,0
1947,dodge,wd15,Excellent,Manual,6,gas,2453,High CC,23,0
2013,ford,focus,Excellent,Manual,4,gas,112373,Avg CC,32,0
2007,bmw,530xi,Excellent,Automatic,6,gas,181250,High CC,11,0
2011,jeep,wrangler,Excellent,Manual,6,gas,135456,Avg CC,37,0
2012,mini,cooper,Excellent,Automatic,4,gas,83325,High CC,8,0
2010,kia,rio lx,Excellent,Automatic,4,gas,165000,Low CC,19,0
2012,volkswagen,eos,Excellent,Automatic,4,gas,95000,High CC,7,0
2011,toyota,sienna,Excellent,Manual,6,gas,152744,Avg CC,16,0
2013,chevrolet,cruze,Excellent,Manual,4,gas,114336,Avg CC,11,0
2014,jeep,grand cherokee,Excellent,Manual,6,gas,75725,High CC,15,0
2004,dodge,3500srw,Excellent,Automatic,6,diesel,103038,Avg CC,29,0
2013,ford,f-250 sd,Excellent,Automatic,8,gas,69357,Avg CC,49,0
2008,ford,f-350 super duty,Excellent,Automatic,8,diesel,201362,High CC,45,0
2014,chevrolet,camaro lt,Excellent,Automatic,6,gas,39218,High CC,17,0
2007,pontiac,grand prix,Excellent,Automatic,6,gas,109503,Avg CC,19,0
2016,gmc,yukon xl,Excellent,Automatic,8,gas,51808,Avg CC,29,1
2004,jeep,grand cherokee,Excellent,Manual,8,gas,191750,Avg CC,15,0
1980,mazda,rx-7,Excellent,Automatic,4,gas,126500,High CC,45,0
2001,ram,1500 van,Excellent,Automatic,6,gas,109132,Avg CC,5,0
2014,dodge,charger se,Excellent,Manual,6,gas,97953,Avg CC,31,0
1973,datsun,240z,Excellent,Automatic,6,gas,98000,Low CC,27,1
2017,jeep,willy wheeler unlimited,Excellent,Manual,6,gas,10600,High CC,48,1
2006,ram,3500,Excellent,Manual,6,diesel,221557,High CC,25,0
2008,gmc,acadia,Excellent,Automatic,6,gas,219539,Low CC,35,0
2004,chevrolet,silverado 1500,Excellent,Manual,8,gas,142338,Avg CC,39,0
2006,ford,f-150,Excellent,Automatic,8,gas,133353,Low CC,34,0
2015,mini,cooper,Excellent,Manual,4,gas,32305,Avg CC,35,0
2006,jeep,grand cherokee limited,Excellent,Automatic,8,gas,139238,High CC,33,0
2011,jeep,wrangler,Excellent,Automatic,6,gas,123600,Avg CC,15,0
2013,nissan,rogue,Excellent,Manual,4,gas,79199,Low CC,25,0
2012,honda,accord se,Excellent,Manual,4,gas,87605,Low CC,31,0
2007,toyota,rav-4 4x4,Excellent,Automatic,4,gas,156357,Avg CC,44,0
2012,ford,f150,Excellent,Manual,6,gas,110729,Low CC,6,0
2019,ford,fusion,Excellent,Manual,4,gas,2036,High CC,18,0
2008,ford,fusion se,Excellent,Automatic,4,gas,177000,High CC,34,0
2006,mini,cooper 1.6l hatchback,Excellent,Manual,4,gas,149334,Avg CC,28,0
2011,ford,fusion,Excellent,Automatic,6,gas,46096,Low CC,35,0
2017,chevrolet,silverado 1500,Excellent,Manual,8,gas,20992,Avg CC,47,1
2007,jeep,liberty,Excellent,Automatic,6,gas,111905,Avg CC,7,0
2018,hyundai,elantra,Excellent,Automatic,4,gas,33020,Avg CC,8,0
2009,honda,civic sdn,Excellent,Automatic,4,gas,124667,Low CC,33,0
2013,jeep,wrangler jk,Excellent,Automatic,6,gas,50000,Avg CC,42,1
2001,jeep,grand cherokee laredo,Excellent,Automatic,8,gas,295,Avg CC,49,0
1991,cadillac,allante,Excellent,Automatic,8,gas,158000,Low CC,39,0
2000,toyota,4 runner,Excellent,Automatic,6,gas,194500,Low CC,27,0
2017,honda,civic ex,Excellent,Manual,4,gas,15000,Low CC,42,0
2007,chevrolet,tahoe,Excellent,Manual,8,gas,169000,Low CC,43,0
2014,jeep,wrangler,Excellent,Manual,6,gas,40141,Low CC,43,0
2010,lincoln,mkx,Excellent,Automatic,6,gas,119753,Avg CC,28,0
2016,chevrolet,silverado,Excellent,Automatic,8,gas,32033,Low CC,25,1
2016,jeep,patriot 4x4,Excellent,Manual,4,gas,38348,Low CC,15,0
2010,ford,f150 supercrew,Excellent,Manual,8,gas,110927,Avg CC,49,0
2014,kia,optima lx,Excellent,Manual,4,gas,78342,High CC,7,0
2008,chevrolet,malibu ltz,Excellent,Automatic,6,gas,79650,Avg CC,10,0
2011,chevrolet,express,Excellent,Manual,6,gas,51036,Low CC,47,0
2019,chevrolet,colorado,Excellent,Manual,6,gas,17152,Low CC,42,1
2006,ford,f-750,Excellent,Automatic,6,diesel,38178,Avg CC,12,0
2016,toyota,tacoma,Excellent,Automatic,6,gas,96416,Low CC,49,0
2002,toyota,sequoia,Excellent,Manual,8,gas,167900,High CC,17,0
1968,ford,mustang,Excellent,Automatic,8,gas,96652,High CC,13,1
2004,mazda,rx8,Excellent,Automatic,4,gas,58192,Avg CC,31,0
2012,ram,2500,Excellent,Automatic,6,diesel,145262,High CC,26,1
2000,ford,f250,Excellent,Automatic,8,diesel,219000,High CC,44,0
2011,chevrolet,express passenger,Excellent,Manual,8,gas,84749,Low CC,49,0
2007,ford,f150 supercab,Excellent,Automatic,8,gas,197000,Low CC,48,0
2015,subaru,legacy 2.5i,Excellent,Automatic,4,gas,97772,Low CC,36,0
2009,gmc,acadia,Excellent,Automatic,6,gas,132000,Low CC,30,0
2009,honda,civic si,Excellent,Manual,4,gas,116670,Low CC,34,0
2008,honda,fit,Excellent,Automatic,4,gas,126000,Avg CC,28,0
2008,chevrolet,hhr,Excellent,Manual,4,gas,163000,High CC,50,0
2007,honda,odyssey,Excellent,Manual,6,gas,95000,Avg CC,19,0
2011,gmc,sierra 3500hd denali,Excellent,Automatic,8,diesel,93603,Low CC,46,1
2008,chevrolet,tahoe,Excellent,Manual,8,gas,132968,Low CC,6,0
1996,chevrolet,camaro z28,Excellent,Automatic,8,gas,115000,Low CC,26,0
1980,ford,f350,Excellent,Manual,8,gas,169000,Low CC,49,0
2017,ford,f-250 xlt lifted,Excellent,Manual,8,diesel,24615,Avg CC,45,1
2005,ford,expedition,salvage,Manual,8,gas,129000,Avg CC,13,0
1999,toyota,4runner,Excellent,Automatic,6,gas,157059,High CC,15,0
2006,chevrolet,sliverado z71 4x4,Excellent,Automatic,8,gas,172971,Low CC,9,0
2012,honda,civic,Excellent,Manual,4,gas,150000,Low CC,49,0
2006,honda,accord ex,Excellent,Manual,4,gas,212673,Avg CC,24,0
2004,ford,focus ztw,Excellent,Automatic,4,gas,71897,Low CC,47,0
2017,nissan,titan,Excellent,Automatic,8,diesel,26000,Avg CC,50,1
2012,dodge,journey crew,Excellent,Automatic,6,gas,98700,Avg CC,23,0
2008,ford,expedition,Excellent,Manual,8,gas,206000,Low CC,10,0
2013,ram,2500 tradesman 4x4,Excellent,Automatic,6,gas,108013,Avg CC,26,1
2008,bmw,3-series,Excellent,Automatic,8,gas,82528,Avg CC,26,0
2018,buick,encore,Excellent,Automatic,4,gas,8000,High CC,10,0
2013,chevrolet,silverado 1500,Excellent,Automatic,8,gas,135841,High CC,46,0
2013,hyundai,sonata,Excellent,Manual,4,gas,83000,High CC,29,0
2009,toyota,corolla,Excellent,Manual,4,gas,163282,High CC,7,0
2006,ram,3500,Excellent,Automatic,6,diesel,222387,High CC,32,0
2008,honda,civic,Excellent,Automatic,4,gas,241884,Avg CC,9,0
2012,ford,f-350,Excellent,Automatic,8,diesel,75863,Avg CC,6,1
2008,chevrolet,impala,Excellent,Automatic,6,gas,265565,Avg CC,49,0
2013,ford,f-250 sd,Excellent,Automatic,8,gas,219558,Avg CC,16,0
2019,volkswagen,passat,Excellent,Automatic,4,gas,6873,Avg CC,10,0
2009,chevrolet,silverado lt,Excellent,Automatic,8,gas,162165,Low CC,43,0
2015,ford,f-150 xlt,Excellent,Automatic,6,gas,91234,Avg CC,30,0
2013,ford,f-250 sd,Excellent,Automatic,8,gas,70876,Avg CC,22,0
2011,mazda,3 i sport,Excellent,Automatic,4,gas,161500,Low CC,34,0
2002,jeep,wrangler,Excellent,Automatic,6,gas,148572,Low CC,37,0
2008,bmw,328xi,Excellent,Manual,6,gas,96500,Low CC,27,0
2007,chevrolet,silverado 1500,Excellent,Manual,8,gas,142303,Avg CC,35,0
2003,ford,explorer,Excellent,Automatic,6,gas,161000,Low CC,29,0
2006,pontiac,g6,Excellent,Automatic,4,gas,178460,Avg CC,38,0
2012,jeep,grand cherokee,Excellent,Manual,6,gas,113000,Avg CC,12,0
2001,chrysler,pt cruiser,Excellent,Manual,4,gas,87800,Avg CC,7,0
2015,ford,f150,Excellent,Manual,6,gas,66500,Avg CC,50,1
2011,honda,civic sdn,Excellent,Automatic,4,gas,124444,Low CC,42,0
2010,honda,cr v,Excellent,Automatic,4,gas,126000,Low CC,19,0
2010,nissan,rogue,Excellent,Automatic,4,gas,111646,Avg CC,29,0
2015,nissan,altima,Excellent,Automatic,4,gas,52000,Avg CC,42,0
2011,buick,enclave,Excellent,Manual,6,gas,134049,Avg CC,35,0
2015,ford,f-250 sd,Excellent,Manual,8,gas,100096,Avg CC,20,0
2008,ford,focus,Excellent,Automatic,4,gas,131232,Low CC,36,0
2014,hyundai,sonata,Excellent,Automatic,4,gas,65224,Avg CC,42,0
2012,gmc,sierra 3500hd 4wd drw 1owner texas truck,Excellent,Manual,8,diesel,263896,Low CC,7,0
2013,acura,rdx,Excellent,Automatic,6,gas,104583,Avg CC,8,0
2004,toyota,sequoia,Excellent,Automatic,8,gas,75704,Low CC,21,0
2015,ford,edge,Excellent,Automatic,4,gas,26149,Avg CC,8,0
2009,nissan,alitima,Excellent,Automatic,4,gas,124000,Avg CC,44,0
1996,ram,b2500,Excellent,Automatic,8,gas,69028,Low CC,41,0
2011,ram,3500 cummins srw,Excellent,Manual,6,diesel,155000,Low CC,37,1
2011,ford,econoline,Excellent,Manual,8,gas,137474,Low CC,37,0
2016,chevrolet,silverado 1500 lt,Excellent,Manual,8,gas,24678,Low CC,15,1
2001,nissan,pathfinder,Excellent,Manual,6,gas,93760,High CC,38,0
2013,volkswagen,gti,Excellent,Manual,4,gas,72000,Avg CC,38,0
2007,chevrolet,cobalt,Excellent,Manual,4,gas,103000,Avg CC,47,0
2014,toyota,rav4 xle,Excellent,Manual,4,gas,54000,Avg CC,5,0
2003,gmc,sierra 1500,Excellent,Automatic,8,gas,0,High CC,38,0
2006,chevrolet,colorado,Excellent,Manual,5,gas,143248,Avg CC,42,0
2003,pontiac,grand am,Excellent,Manual,4,gas,172847,Low CC,36,0
2017,ford,focus se,Excellent,Automatic,4,gas,18000,Low CC,39,0
2013,ford,focus se,Excellent,Automatic,4,gas,87420,Avg CC,47,0
2005,chevrolet,equinox,Excellent,Manual,6,gas,131000,Low CC,42,0
2005,chrysler,300,Excellent,Automatic,6,gas,159947,Low CC,28,0
2006,ram,1500,Excellent,Manual,6,gas,135486,Low CC,24,0
2013,lexus,is 350c,Excellent,Manual,6,gas,70023,Low CC,13,0
2009,nissan,frontier crew cab 4x4,Excellent,Automatic,6,gas,32579,High CC,16,0
2011,chevrolet,duramax 3500,Excellent,Automatic,8,diesel,136736,Avg CC,12,0
2005,ford,f-150,Excellent,Manual,8,gas,126957,Low CC,26,0
2006,chevrolet,surburban,Excellent,Manual,8,gas,280000,Avg CC,43,0
2015,ford,super duty f-350 drw,Excellent,Manual,8,diesel,87000,Avg CC,5,1
2010,chevrolet,cobalt,Excellent,Manual,4,gas,121000,Low CC,47,0
2007,chevrolet,silverado,Excellent,Manual,8,gas,234670,Avg CC,42,0
2015,ford,f150,Excellent,Automatic,8,gas,63355,Low CC,5,1
2013,dodge,ram1500 4x4,Excellent,Manual,8,gas,83804,High CC,29,0
2011,buick,lucerne cxl,Excellent,Automatic,6,gas,91366,Low CC,47,0
2008,ford,expedition,Excellent,Automatic,8,gas,211884,Avg CC,22,0
2011,kia,optima,Excellent,Manual,4,gas,106790,Low CC,6,0
2011,gmc,acadia,Excellent,Automatic,6,gas,119550,High CC,21,0
2008,ram,3500 long bed diesel,Excellent,Automatic,6,diesel,102505,Low CC,50,0
2016,chevrolet,silverado lt,Excellent,Automatic,8,gas,62000,Avg CC,21,1
2007,nissan,pathfinder,Excellent,Manual,6,gas,88529,Low CC,37,0
2001,ford,f150 supercrew cab,Excellent,Automatic,8,gas,188433,Low CC,40,0
1983,buick,riviera convertible,Excellent,Automatic,8,gas,82000,High CC,15,0
2012,ford,escape,Excellent,Manual,4,gas,120000,Low CC,41,0
2012,volkswagen,jetta tdi premium,Excellent,Manual,4,diesel,81167,Avg CC,5,0
1999,bmw,323ic,Excellent,Automatic,6,gas,186000,Low CC,28,0
1999,mercury,grand marquis,salvage,Automatic,8,gas,131140,Low CC,35,0
2014,ram,2500,Excellent,Manual,6,diesel,136134,Avg CC,37,1
2009,ford,flex limited awd,Excellent,Automatic,6,gas,148235,Low CC,8,0
1999,ford,super duty f-350 drw,Excellent,Automatic,8,diesel,275562,Avg CC,27,0
2004,chevrolet,suburban 2500,Excellent,Manual,8,gas,200612,Avg CC,21,0
1999,volkswagen,jetta,Excellent,Automatic,4,gas,153500,Avg CC,20,0
2015,honda,pilot exln,Excellent,Automatic,6,gas,54300,Low CC,7,0
2011,ford,edge,Excellent,Manual,6,gas,129204,Avg CC,25,0
2006,lexus,is 250,Excellent,Manual,6,gas,122050,Low CC,9,0
2011,bmw,x6 awd,Excellent,Manual,6,gas,77433,High CC,45,0
2017,ford,focus rs,Excellent,Automatic,4,gas,8300,Low CC,36,1
2012,honda,fit,Excellent,Manual,4,gas,137000,Avg CC,37,0
2005,honda,odyssey ex,salvage,Manual,4,gas,233436,High CC,5,0
2016,ford,transit wagon,Excellent,Automatic,6,gas,79000,Low CC,36,1
2008,ford,f-350 sd,Excellent,Manual,8,gas,46327,Avg CC,49,1
2012,ford,mustang,Excellent,Manual,6,gas,86734,Avg CC,8,0
2016,jeep,cherokee,Excellent,Manual,6,gas,28845,Low CC,10,0
2011,gmc,acadia sle awd,Excellent,Automatic,6,gas,187595,Avg CC,24,0
2007,toyota,corolla,Excellent,Manual,4,gas,140000,Avg CC,24,0
2009,lincoln,mkz,Excellent,Automatic,6,gas,128000,Low CC,25,0
2001,dodge,3500 van,Excellent,Automatic,8,gas,150639,Avg CC,26,0
2008,saturn,vue ex,Excellent,Automatic,4,gas,101568,Avg CC,13,0
2016,gmc,sierra 1500 slt,Excellent,Automatic,8,gas,34000,Low CC,26,1
2017,ford,explorer,Excellent,Manual,4,gas,23559,Low CC,21,1
2008,audi,a4,Excellent,Manual,4,gas,59643,Avg CC,45,0
2006,ford,f-150,Excellent,Automatic,8,gas,194460,Low CC,27,0
2015,volkswagen,jetta sedan,Excellent,Automatic,4,gas,37068,Avg CC,10,0
2010,bmw,335i x drive,Excellent,Manual,6,gas,97683,Avg CC,28,0
2013,ford,fusion,Excellent,Automatic,4,gas,131290,Low CC,40,0
2011,chevrolet,silverado 2500hd,Excellent,Manual,8,gas,102532,Low CC,26,0
2019,ford,escape,Excellent,Manual,4,gas,12663,Avg CC,38,0
2013,dodge,dart sxt rallye,Excellent,Automatic,4,gas,117000,Low CC,14,0
2011,ford,f-350 xlt 4x4,Excellent,Automatic,8,gas,111031,Low CC,8,0
2002,subaru,outback wagon,salvage,Manual,4,gas,243745,Low CC,26,0
2013,ram,1500 laramie,Excellent,Automatic,8,gas,141034,Low CC,36,0
2007,toyota,solara sle convertible,Excellent,Automatic,6,gas,138100,High CC,29,0
2007,bmw,328xi,Excellent,Automatic,6,gas,144400,Avg CC,8,0
2012,chevrolet,silverado 1500 lt,Excellent,Manual,8,gas,121460,Low CC,39,0
2003,honda,accord sdn,Excellent,Manual,4,gas,159000,Low CC,28,0
1997,gmc,yukon,Excellent,Automatic,8,gas,180826,High CC,44,0
2017,chevrolet,suburban,Excellent,Automatic,8,gas,67000,Avg CC,49,1
2012,ford,escape,Excellent,Automatic,6,gas,112231,Avg CC,35,0
2008,toyota,tacoma,Excellent,Automatic,6,gas,272300,Avg CC,48,0
1996,ford,f700,Excellent,Automatic,8,gas,46595,High CC,45,0
2011,honda,civic,Excellent,Automatic,4,gas,121800,High CC,36,0
2013,ram,1500,Excellent,Automatic,8,gas,108589,Avg CC,23,0
2011,kia,soul,Excellent,Manual,4,gas,0,Low CC,22,0
2006,ford,mustang,Excellent,Manual,6,gas,138822,Low CC,7,0
1999,chevrolet,blazer,Excellent,Manual,6,gas,177000,Low CC,42,0
2011,chevrolet,silverado 3500hd,Excellent,Manual,8,gas,44433,Low CC,8,1
2011,chevrolet,express,Excellent,Automatic,8,gas,98159,Low CC,25,0
2007,chevrolet,silverado,Excellent,Automatic,8,gas,154788,Low CC,20,0
2010,chevrolet,camaro ss,Excellent,Automatic,8,gas,140,Avg CC,48,0
2011,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,102532,Avg CC,6,0
2012,ford,fusion,Excellent,Automatic,4,gas,75764,Avg CC,37,0
1998,dodge,dakota,Excellent,Manual,8,gas,212500,High CC,38,0
2013,volkswagen,jetta,Excellent,Automatic,5,gas,134380,Avg CC,44,0
2008,mini,cooper,Excellent,Manual,4,gas,101103,Avg CC,21,0
1997,ford,f-150,Excellent,Automatic,8,gas,125100,Avg CC,19,0
2017,toyota,tundra 4wd,Excellent,Manual,8,gas,35729,Avg CC,41,0
2008,honda,crv,Excellent,Automatic,4,gas,104156,Low CC,31,0
2004,ford,taurus,Excellent,Automatic,6,gas,94000,Low CC,34,0
2008,gmc,yukon xl,Excellent,Automatic,8,gas,147815,High CC,18,0
2008,jeep,liberty 4x4,Excellent,Manual,6,gas,186161,Avg CC,12,0
2012,mini,cooper s,Excellent,Manual,4,gas,46707,Low CC,25,0
2009,nissan,titan xe,Excellent,Manual,8,gas,116887,Low CC,8,0
2015,ford,mustang,Excellent,Manual,6,gas,26380,Low CC,12,0
1978,buick,regal,salvage,Automatic,6,gas,60324,High CC,29,0
2006,bmw,x3 3.0 6 speed manual,Excellent,Automatic,6,gas,93681,Avg CC,25,0
2018,ram,3500,Excellent,Automatic,6,diesel,32271,Avg CC,45,1
2013,jeep,wrangler sahara,Excellent,Automatic,6,gas,100200,Avg CC,35,0
2011,ford,f-250 sd,Excellent,Automatic,8,gas,136100,High CC,7,0
2013,dodge,ram1500 4x4,Excellent,Manual,8,gas,83804,High CC,17,0
2008,mercedes-benz,sprinter,Excellent,Manual,6,diesel,36000,Low CC,34,0
2000,honda,crv,Excellent,Automatic,4,gas,181909,Low CC,37,0
2010,honda,pilot,Excellent,Manual,6,gas,125495,High CC,35,0
2007,cadillac,escalade,Excellent,Manual,8,gas,164736,Avg CC,24,0
2014,gmc,sierra,Excellent,Automatic,8,gas,118785,Low CC,24,1
2008,ford,f-350 super duty,Excellent,Automatic,8,diesel,105323,Low CC,18,0
1992,lincoln,towncar excecutive,Excellent,Automatic,8,gas,24437,Avg CC,26,0
2013,jeep,grand cherokee laredo 4x4,Excellent,Manual,6,gas,165685,Low CC,37,0
2013,ford,escape se,Excellent,Automatic,4,gas,70590,Avg CC,37,0
2016,ford,transit cargo 250,Excellent,Manual,6,gas,82285,Low CC,34,0
2006,mazda,miata,Excellent,Manual,4,gas,109142,Avg CC,16,0
2015,mitsubishi,outlander sport gt,Excellent,Manual,4,gas,37750,Low CC,17,0
2000,lexus,lx470,Excellent,Automatic,8,gas,187000,Low CC,40,0
2016,jeep,patriot,Excellent,Manual,4,gas,43903,Low CC,21,0
2015,bmw,328i,Excellent,Manual,4,gas,104000,Low CC,14,0
2009,buick,enclave,Excellent,Manual,6,gas,98505,Low CC,8,0
2013,chevrolet,cruze,Excellent,Automatic,4,gas,114336,High CC,15,0
1989,bmw,325,Excellent,Manual,6,gas,139000,Low CC,27,0
2013,mitsubishi,outlander sport,Excellent,Automatic,4,gas,48515,High CC,36,0
2011,honda,accord,Excellent,Manual,4,gas,92767,High CC,7,0
2014,acura,rdx,Excellent,Automatic,6,gas,58700,Avg CC,38,0
2013,bmw,750i,Excellent,Automatic,8,gas,48000,Low CC,37,1
2008,toyota,highlander,Excellent,Manual,6,gas,184000,High CC,34,0
2017,ram,1500,Excellent,Automatic,8,gas,13800,High CC,37,0
2004,gmc,yukon xl quadrasteer,Excellent,Manual,8,gas,176249,Avg CC,11,0
2015,ford,f350,Excellent,Automatic,8,gas,134276,High CC,33,0
2016,buick,regal premium ii,Excellent,Manual,4,gas,38853,Avg CC,50,0
2008,ford,f-150,Excellent,Manual,6,gas,116689,Avg CC,46,0
2015,chevrolet,tahoe,Excellent,Automatic,8,gas,91000,Avg CC,33,1
2003,ford,explorer xlt,Excellent,Manual,6,gas,126526,High CC,9,0
2007,ford,mustand,Excellent,Automatic,6,gas,35905,Avg CC,38,0
2006,ford,taurus,Excellent,Manual,6,gas,217000,Avg CC,5,0
2012,acura,tsx,Excellent,Manual,4,gas,97300,Low CC,6,0
2009,bmw,328xi,Excellent,Automatic,6,gas,89009,Low CC,15,0
2009,nissan,xterra,Excellent,Manual,6,gas,149571,Low CC,48,0
2010,hyundai,tucson gls 2wd,Excellent,Manual,4,gas,103600,Avg CC,33,0
1988,gmc,sierra 2500,salvage,Automatic,8,gas,100000,Low CC,26,0
2013,dodge,journey,Excellent,Manual,4,gas,29,Low CC,49,0
2009,nissan,altima,Excellent,Automatic,4,gas,155926,Avg CC,26,0
2008,ford,ranger,Excellent,Automatic,4,gas,0,Low CC,46,0
2005,lexus,es300,Excellent,Automatic,6,gas,105978,Avg CC,14,0
2017,dodge,grand caravan sxt,Excellent,Manual,6,gas,27725,Avg CC,34,0
1997,ford,aerostar xlt,Excellent,Automatic,6,gas,250000,Avg CC,20,0
2006,kia,sorento,Excellent,Manual,6,gas,166793,Low CC,46,0
